chr;left;right;geneId;score;strand;geneName;tranId;biotype;unit;tpm15d;isPrimary;geneMax;tpm15dq
1;65013719;65015788;MGP_C3HHeJ_G0015873;1;-;Crygb;MGP_C3HHeJ_T0020033;protein_coding;transcript;0;1;0;q1
1;65032605;65034978;MGP_C3HHeJ_G0015874;1;-;Cryga;MGP_C3HHeJ_T0020034;protein_coding;transcript;0;1;0;q1
1;65032835;65053291;MGP_C3HHeJ_G0015875;1;-;Gm28845;MGP_C3HHeJ_T0020036;protein_coding;transcript;0;1;0;q1
1;65916489;65918303;MGP_C3HHeJ_G0015880;1;+;MGP_C3HHeJ_G0015880;MGP_C3HHeJ_T0020059;protein_coding;transcript;0;1;0;q1
1;72881068;72939481;MGP_C3HHeJ_G0015903;1;-;Ankar;MGP_C3HHeJ_T0020190;protein_coding;transcript;0;1;0;q1
1;73281241;73282076;MGP_C3HHeJ_G0015907;1;-;Tnp1;MGP_C3HHeJ_T0020196;protein_coding;transcript;0;1;0;q1
1;74491674;74494516;MGP_C3HHeJ_G0015911;1;-;Cxcr1;MGP_C3HHeJ_T0020222;protein_coding;transcript;0;1;0;q1
1;75195880;75198678;MGP_C3HHeJ_G0015933;1;+;Cdk5r2;MGP_C3HHeJ_T0020345;protein_coding;transcript;0;1;0;q1
1;75560086;75567430;MGP_C3HHeJ_G0015952;1;-;Resp18;MGP_C3HHeJ_T0020466;protein_coding;transcript;0;1;0;q1
1;87140969;87142602;MGP_C3HHeJ_G0016014;1;+;1700019O17Rik;MGP_C3HHeJ_T0020799;protein_coding;transcript;0;1;0;q1
1;87887844;87891061;MGP_C3HHeJ_G0016020;1;-;Alppl2;MGP_C3HHeJ_T0020822;protein_coding;transcript;0;1;0;q1
1;87903528;87907132;MGP_C3HHeJ_G0016021;1;-;Alpi;MGP_C3HHeJ_T0020825;protein_coding;transcript;0;1;0;q1
1;87951878;87960038;MGP_C3HHeJ_G0016023;1;-;Ecel1;MGP_C3HHeJ_T0020828;protein_coding;transcript;0;1;0;q1
1;87987523;87992615;MGP_C3HHeJ_G0016024;1;+;Prss56;MGP_C3HHeJ_T0020831;protein_coding;transcript;0;1;0;q1
1;92204989;92207658;MGP_C3HHeJ_G0016067;1;+;Rbm44;MGP_C3HHeJ_T0021028;protein_coding;transcript;0;1;0;q1
1;93581049;93581808;MGP_C3HHeJ_G0016082;1;-;Olfr1416;MGP_C3HHeJ_T0021112;protein_coding;transcript;0;1;0;q1
1;93581683;93619220;MGP_C3HHeJ_G0016083;1;-;MGP_C3HHeJ_G0016083;MGP_C3HHeJ_T0021114;protein_coding;transcript;0;1;0;q1
1;93650196;93659785;MGP_C3HHeJ_G0016084;1;-;MGP_C3HHeJ_G0016084;MGP_C3HHeJ_T0021116;protein_coding;transcript;0;1;0;q1
1;93717930;93719011;MGP_C3HHeJ_G0016085;1;+;Olfr1413;MGP_C3HHeJ_T0021119;protein_coding;transcript;0;1;0;q1
1;93739502;93740592;MGP_C3HHeJ_G0016086;1;+;Olfr1412;MGP_C3HHeJ_T0021120;protein_coding;transcript;0;1;0;q1
1;93748720;93749717;MGP_C3HHeJ_G0016087;1;+;Olfr1411;MGP_C3HHeJ_T0021121;protein_coding;transcript;0;1;0;q1
1;93760065;93761073;MGP_C3HHeJ_G0016088;1;+;Olfr1410;MGP_C3HHeJ_T0021122;protein_coding;transcript;0;1;0;q1
1;93773056;93774111;MGP_C3HHeJ_G0016089;1;+;Olfr12;MGP_C3HHeJ_T0021124;protein_coding;transcript;0;1;0;q1
1;94166619;94173763;MGP_C3HHeJ_G0016098;1;+;Aqp12;MGP_C3HHeJ_T0021166;protein_coding;transcript;0;1;0;q1
1;99775204;99872593;MGP_C3HHeJ_G0016129;1;+;Slco6d1;MGP_C3HHeJ_T0021318;protein_coding;transcript;0;1;0;q1
1;108624605;108647957;MGP_C3HHeJ_G0016142;1;+;Serpinb12;MGP_C3HHeJ_T0021376;protein_coding;transcript;0;1;0;q1
1;108869460;109019348;MGP_C3HHeJ_G0016145;1;-;Serpinb3b;MGP_C3HHeJ_T0021382;protein_coding;transcript;0;1;0;q1
1;109013148;109019358;MGP_C3HHeJ_G0016146;1;-;Serpinb3c;MGP_C3HHeJ_T0021385;protein_coding;transcript;0;1;0;q1
1;109118144;109131140;MGP_C3HHeJ_G0016147;1;+;Serpinb11;MGP_C3HHeJ_T0021386;protein_coding;transcript;0;1;0;q1
1;112713123;112808589;MGP_C3HHeJ_G0016153;1;-;Cdh19;MGP_C3HHeJ_T0021408;protein_coding;transcript;0;1;0;q1
1;118785341;118809067;MGP_C3HHeJ_G0016156;1;+;Gm19965;MGP_C3HHeJ_T0021416;protein_coding;transcript;0;1;0;q1
1;119985663;120007365;MGP_C3HHeJ_G0016157;1;+;MGP_C3HHeJ_G0016157;MGP_C3HHeJ_T0021417;protein_coding;transcript;0;1;0;q1
1;122391832;122394422;MGP_C3HHeJ_G0016175;1;+;C1ql2;MGP_C3HHeJ_T0021517;protein_coding;transcript;0;1;0;q1
1;133289063;133292879;MGP_C3HHeJ_G0016214;1;-;Il20;MGP_C3HHeJ_T0021694;protein_coding;transcript;0;1;0;q1
1;133316714;133324169;MGP_C3HHeJ_G0016215;1;-;Il19;MGP_C3HHeJ_T0021696;protein_coding;transcript;0;1;0;q1
1;134663727;134664446;MGP_C3HHeJ_G0016237;1;-;Gm10188;MGP_C3HHeJ_T0021801;protein_coding;transcript;0;1;0;q1
1;138653219;138653785;MGP_C3HHeJ_G0016303;1;+;Ascl5;MGP_C3HHeJ_T0022114;protein_coding;transcript;0;1;0;q1
1;138868179;138869255;MGP_C3HHeJ_G0016308;1;-;Gpr25;MGP_C3HHeJ_T0022138;protein_coding;transcript;0;1;0;q1
1;147065850;147104504;MGP_C3HHeJ_G0016334;1;-;Rgs13;MGP_C3HHeJ_T0022267;protein_coding;transcript;0;1;0;q1
1;149473466;149930617;MGP_C3HHeJ_G0016338;1;+;Brinp3;MGP_C3HHeJ_T0022281;protein_coding;transcript;0;1;0;q1
1;153447717;153462177;MGP_C3HHeJ_G0016341;1;+;Pdc;MGP_C3HHeJ_T0022294;protein_coding;transcript;0;1;0;q1
1;157514225;157518731;MGP_C3HHeJ_G0016373;1;+;Zfp648;MGP_C3HHeJ_T0022470;protein_coding;transcript;0;1;0;q1
1;164971097;164994042;MGP_C3HHeJ_G0016418;1;+;Tnfsf4;MGP_C3HHeJ_T0022755;protein_coding;transcript;0;1;0;q1
1;166244796;166254379;MGP_C3HHeJ_G0016428;1;-;7420461P10Rik;MGP_C3HHeJ_T0022799;protein_coding;transcript;0;1;0;q1
1;167315897;167336751;MGP_C3HHeJ_G0016438;1;-;Mettl11b;MGP_C3HHeJ_T0022849;protein_coding;transcript;0;1;0;q1
1;168823134;168848912;MGP_C3HHeJ_G0016454;1;-;Tbx19;MGP_C3HHeJ_T0022905;protein_coding;transcript;0;1;0;q1
1;169816746;169849875;MGP_C3HHeJ_G0016466;1;-;Dusp27;MGP_C3HHeJ_T0022983;protein_coding;transcript;0.000857883;1;0.000857883;q1
1;169852217;169891451;MGP_C3HHeJ_G0016467;1;+;Gpa33;MGP_C3HHeJ_T0022984;protein_coding;transcript;0;1;0;q1
1;170201274;170217620;MGP_C3HHeJ_G0016472;1;-;Gm4846;MGP_C3HHeJ_T0023007;protein_coding;transcript;0;1;0;q1
1;170389682;170407382;MGP_C3HHeJ_G0016474;1;-;Fmo9;MGP_C3HHeJ_T0023009;protein_coding;transcript;0;1;0;q1
1;171207575;171228546;MGP_C3HHeJ_G0016480;1;-;Lrrc52;MGP_C3HHeJ_T0023032;protein_coding;transcript;0;1;0;q1
1;173760344;173767805;MGP_C3HHeJ_G0016487;1;+;Ccdc190;MGP_C3HHeJ_T0023054;protein_coding;transcript;0;1;0;q1
1;176351891;176357175;MGP_C3HHeJ_G0016539;1;-;Nhlh1;MGP_C3HHeJ_T0023282;protein_coding;transcript;0;1;0;q1
1;176873364;176883608;MGP_C3HHeJ_G0016556;1;+;Vsig8;MGP_C3HHeJ_T0023369;protein_coding;transcript;0;1;0;q1
1;177462733;177464982;MGP_C3HHeJ_G0016563;1;-;Olfr1408;MGP_C3HHeJ_T0023381;protein_coding;transcript;0;1;0;q1
1;177513267;177514329;MGP_C3HHeJ_G0016564;1;-;Olfr1406;MGP_C3HHeJ_T0023383;protein_coding;transcript;0;1;0;q1
1;177533468;177534409;MGP_C3HHeJ_G0016565;1;+;Olfr218;MGP_C3HHeJ_T0023385;protein_coding;transcript;0;1;0;q1
1;177546240;177547273;MGP_C3HHeJ_G0016566;1;+;Olfr1404;MGP_C3HHeJ_T0023386;protein_coding;transcript;0;1;0;q1
1;178646897;178647850;MGP_C3HHeJ_G0016583;1;+;Olfr430;MGP_C3HHeJ_T0023424;protein_coding;transcript;0;1;0;q1
1;178660483;178666099;MGP_C3HHeJ_G0016584;1;+;Olfr429;MGP_C3HHeJ_T0023425;protein_coding;transcript;0;1;0;q1
1;178672378;178678723;MGP_C3HHeJ_G0016585;1;+;Olfr427;MGP_C3HHeJ_T0023427;protein_coding;transcript;0;1;0;q1
1;178695519;178696442;MGP_C3HHeJ_G0016586;1;-;Olfr231;MGP_C3HHeJ_T0023428;protein_coding;transcript;0;1;0;q1
1;178717188;178718134;MGP_C3HHeJ_G0016587;1;+;Olfr424;MGP_C3HHeJ_T0023429;protein_coding;transcript;0;1;0;q1
1;178739201;178740246;MGP_C3HHeJ_G0016588;1;+;Olfr420;MGP_C3HHeJ_T0023430;protein_coding;transcript;0;1;0;q1
1;178961017;178961946;MGP_C3HHeJ_G0016591;1;+;Olfr417;MGP_C3HHeJ_T0023434;protein_coding;transcript;0;1;0;q1
1;178976213;178977222;MGP_C3HHeJ_G0016592;1;+;Olfr248;MGP_C3HHeJ_T0023435;protein_coding;transcript;0;1;0;q1
1;178999425;179007826;MGP_C3HHeJ_G0016593;1;+;Olfr414;MGP_C3HHeJ_T0023436;protein_coding;transcript;0;1;0;q1
1;179019337;179026605;MGP_C3HHeJ_G0016594;1;+;Olfr220;MGP_C3HHeJ_T0023438;protein_coding;transcript;0;1;0;q1
1;180297807;180344666;MGP_C3HHeJ_G0016602;1;+;Wdr64;MGP_C3HHeJ_T0023468;protein_coding;transcript;0;1;0;q1
1;186807526;186823487;MGP_C3HHeJ_G0016649;1;+;MGP_C3HHeJ_G0016649;MGP_C3HHeJ_T0023701;protein_coding;transcript;0;1;0;q1
1;187884652;187886706;MGP_C3HHeJ_G0016658;1;-;Ccdc185;MGP_C3HHeJ_T0023751;protein_coding;transcript;0;1;0;q1
1;196546029;196548262;MGP_C3HHeJ_G0016701;1;-;Fam71a;MGP_C3HHeJ_T0023971;protein_coding;transcript;0;1;0;q1
10;2703593;2711989;MGP_C3HHeJ_G0016746;1;+;Vip;MGP_C3HHeJ_T0024191;protein_coding;transcript;0;1;0;q1
10;3887085;3905294;MGP_C3HHeJ_G0016750;1;-;Gm10945;MGP_C3HHeJ_T0024201;protein_coding;transcript;0;1;0;q1
10;8012258;8012768;MGP_C3HHeJ_G0016771;1;+;Gm10944;MGP_C3HHeJ_T0024310;protein_coding;transcript;0;1;0;q1
10;19324481;19353927;MGP_C3HHeJ_G0016823;1;+;1700020N01Rik;MGP_C3HHeJ_T0024502;protein_coding;transcript;0;1;0;q1
10;21784481;21787492;MGP_C3HHeJ_G0016837;1;+;Taar2;MGP_C3HHeJ_T0024539;protein_coding;transcript;0;1;0;q1
10;21795384;21796415;MGP_C3HHeJ_G0016838;1;+;Taar3;MGP_C3HHeJ_T0024540;protein_coding;transcript;0;1;0;q1
10;21806319;21807362;MGP_C3HHeJ_G0016839;1;+;Taar4;MGP_C3HHeJ_T0024541;protein_coding;transcript;0;1;0;q1
10;21816521;21817534;MGP_C3HHeJ_G0016840;1;+;Taar5;MGP_C3HHeJ_T0024542;protein_coding;transcript;0;1;0;q1
10;21831741;21832778;MGP_C3HHeJ_G0016841;1;-;Taar6;MGP_C3HHeJ_T0024543;protein_coding;transcript;0;1;0;q1
10;21840226;21841976;MGP_C3HHeJ_G0016842;1;-;Taar7a;MGP_C3HHeJ_T0024544;protein_coding;transcript;0;1;0;q1
10;21848379;21849501;MGP_C3HHeJ_G0016843;1;+;MGP_C3HHeJ_G0016843;MGP_C3HHeJ_T0024545;protein_coding;transcript;0;1;0;q1
10;21848435;21850746;MGP_C3HHeJ_G0016844;1;+;MGP_C3HHeJ_G0016844;MGP_C3HHeJ_T0024546;protein_coding;transcript;0;1;0;q1
10;21887799;21888875;MGP_C3HHeJ_G0016845;1;+;Taar7d;MGP_C3HHeJ_T0024547;protein_coding;transcript;0;1;0;q1
10;21971804;21975630;MGP_C3HHeJ_G0016848;1;-;Taar8a;MGP_C3HHeJ_T0024550;protein_coding;transcript;0;1;0;q1
10;23981298;23982490;MGP_C3HHeJ_G0016861;1;+;Gm9767;MGP_C3HHeJ_T0024590;protein_coding;transcript;0;1;0;q1
10;27149968;27150882;MGP_C3HHeJ_G0016869;1;-;Gm9996;MGP_C3HHeJ_T0024622;protein_coding;transcript;0;1;0;q1
10;27150684;27206296;MGP_C3HHeJ_G0016870;1;+;Soga3;MGP_C3HHeJ_T0024623;protein_coding;transcript;0;1;0;q1
10;32188379;32263255;MGP_C3HHeJ_G0016893;1;+;Trappc3l;MGP_C3HHeJ_T0024672;protein_coding;transcript;0;1;0;q1
10;34736417;35079751;MGP_C3HHeJ_G0016903;1;+;Hs3st5;MGP_C3HHeJ_T0024687;protein_coding;transcript;0;1;0;q1
10;37121863;37123101;MGP_C3HHeJ_G0016906;1;-;Rfpl4b;MGP_C3HHeJ_T0024697;protein_coding;transcript;0;1;0;q1
10;38952845;38987883;MGP_C3HHeJ_G0016924;1;+;Slc22a16;MGP_C3HHeJ_T0024761;protein_coding;transcript;0;1;0;q1
10;39482312;39484608;MGP_C3HHeJ_G0016929;1;-;Gpr6;MGP_C3HHeJ_T0024768;protein_coding;transcript;0;1;0;q1
10;42808774;42820314;MGP_C3HHeJ_G0016960;1;+;MGP_C3HHeJ_G0016960;MGP_C3HHeJ_T0024887;protein_coding;transcript;0;1;0;q1
10;42808775;42820313;MGP_C3HHeJ_G0016961;1;+;MGP_C3HHeJ_G0016961;MGP_C3HHeJ_T0024888;protein_coding;transcript;0;1;0;q1
10;42808810;42820313;MGP_C3HHeJ_G0016964;1;+;MGP_C3HHeJ_G0016964;MGP_C3HHeJ_T0024891;protein_coding;transcript;0;1;0;q1
10;50420463;50425523;MGP_C3HHeJ_G0016975;1;-;Fam162b;MGP_C3HHeJ_T0024921;protein_coding;transcript;0;1;0;q1
10;50514489;50560029;MGP_C3HHeJ_G0016977;1;+;Rfx6;MGP_C3HHeJ_T0024923;protein_coding;transcript;0;1;0;q1
10;50586776;50587797;MGP_C3HHeJ_G0016978;1;-;4933411G06Rik;MGP_C3HHeJ_T0024926;protein_coding;transcript;0;1;0;q1
10;50850952;50856909;MGP_C3HHeJ_G0016979;1;+;Vgll2;MGP_C3HHeJ_T0024927;protein_coding;transcript;0;1;0;q1
10;51205741;51205827;MGP_C3HHeJ_G0016983;1;+;Gm26741;MGP_C3HHeJ_T0024939;protein_coding;transcript;0;1;0;q1
10;57021587;57033785;MGP_C3HHeJ_G0017003;1;-;MGP_C3HHeJ_G0017003;MGP_C3HHeJ_T0024992;protein_coding;transcript;0;1;0;q1
10;57029230;57030712;MGP_C3HHeJ_G0017004;1;-;Gm4981;MGP_C3HHeJ_T0024993;protein_coding;transcript;0;1;0;q1
10;57033459;57034995;MGP_C3HHeJ_G0017005;1;-;MGP_C3HHeJ_G0017005;MGP_C3HHeJ_T0024994;protein_coding;transcript;0;1;0;q1
10;57523131;57523415;MGP_C3HHeJ_G0017011;1;+;BB019430;MGP_C3HHeJ_T0025012;protein_coding;transcript;0;1;0;q1
10;59304149;59307967;MGP_C3HHeJ_G0017031;1;+;Gm17455;MGP_C3HHeJ_T0025093;protein_coding;transcript;0;1;0;q1
10;61136242;61137915;MGP_C3HHeJ_G0017053;1;+;Neurog3;MGP_C3HHeJ_T0025165;protein_coding;transcript;0;1;0;q1
10;75402595;75420360;MGP_C3HHeJ_G0017127;1;-;Gstt4;MGP_C3HHeJ_T0025542;protein_coding;transcript;0;1;0;q1
10;75791260;75832930;MGP_C3HHeJ_G0017138;1;+;Slc5a4a;MGP_C3HHeJ_T0025565;protein_coding;transcript;0;1;0;q1
10;76114506;76124856;MGP_C3HHeJ_G0017143;1;+;2610028H24Rik;MGP_C3HHeJ_T0025584;protein_coding;transcript;0;1;0;q1
10;77406874;77407973;MGP_C3HHeJ_G0017163;1;-;Gm19402;MGP_C3HHeJ_T0025672;protein_coding;transcript;0;1;0;q1
10;77424860;77425192;MGP_C3HHeJ_G0017164;1;+;Gm10272;MGP_C3HHeJ_T0025673;protein_coding;transcript;0;1;0;q1
10;77429686;77430238;MGP_C3HHeJ_G0017165;1;+;Gm10024;MGP_C3HHeJ_T0025674;protein_coding;transcript;0;1;0;q1
10;77434036;77434398;MGP_C3HHeJ_G0017166;1;+;Gm10142;MGP_C3HHeJ_T0025675;protein_coding;transcript;0;1;0;q1
10;77438815;77439485;MGP_C3HHeJ_G0017167;1;+;Krtap12-1;MGP_C3HHeJ_T0025676;protein_coding;transcript;0;1;0;q1
10;77444715;77445077;MGP_C3HHeJ_G0017168;1;+;Gm10100;MGP_C3HHeJ_T0025677;protein_coding;transcript;0;1;0;q1
10;77579030;77580217;MGP_C3HHeJ_G0017169;1;-;MGP_C3HHeJ_G0017169;MGP_C3HHeJ_T0025678;protein_coding;transcript;0;1;0;q1
10;77588042;77588920;MGP_C3HHeJ_G0017170;1;-;MGP_C3HHeJ_G0017170;MGP_C3HHeJ_T0025679;protein_coding;transcript;0;1;0;q1
10;77656723;77657616;MGP_C3HHeJ_G0017172;1;+;MGP_C3HHeJ_G0017172;MGP_C3HHeJ_T0025682;protein_coding;transcript;0;1;0;q1
10;77844283;77848223;MGP_C3HHeJ_G0017178;1;+;Dnmt3l;MGP_C3HHeJ_T0025721;protein_coding;transcript;0;1;0;q1
10;78471960;78482283;MGP_C3HHeJ_G0017190;1;-;Olfr1357;MGP_C3HHeJ_T0025750;protein_coding;transcript;0;1;0;q1
10;78573650;78579892;MGP_C3HHeJ_G0017191;1;-;Casp14;MGP_C3HHeJ_T0025753;protein_coding;transcript;0;1;0;q1
10;78710302;78711264;MGP_C3HHeJ_G0017194;1;-;Olfr1356;MGP_C3HHeJ_T0025756;protein_coding;transcript;0;1;0;q1
10;78730346;78735159;MGP_C3HHeJ_G0017195;1;+;MGP_C3HHeJ_G0017195;MGP_C3HHeJ_T0025758;protein_coding;transcript;0;1;0;q1
10;78730491;78735159;MGP_C3HHeJ_G0017196;1;+;MGP_C3HHeJ_G0017196;MGP_C3HHeJ_T0025759;protein_coding;transcript;0;1;0;q1
10;78734099;78735159;MGP_C3HHeJ_G0017197;1;+;MGP_C3HHeJ_G0017197;MGP_C3HHeJ_T0025761;protein_coding;transcript;0;1;0;q1
10;78827618;78834755;MGP_C3HHeJ_G0017198;1;+;Olfr1353;MGP_C3HHeJ_T0025762;protein_coding;transcript;0;1;0;q1
10;78851369;78855040;MGP_C3HHeJ_G0017199;1;+;Olfr1352;MGP_C3HHeJ_T0025765;protein_coding;transcript;0;1;0;q1
10;78887542;78896946;MGP_C3HHeJ_G0017200;1;+;Olfr1351;MGP_C3HHeJ_T0025767;protein_coding;transcript;0;1;0;q1
10;79147485;79340083;MGP_C3HHeJ_G0017203;1;+;MGP_C3HHeJ_G0017203;MGP_C3HHeJ_T0025771;protein_coding;transcript;0;1;0;q1
10;79291670;79340083;MGP_C3HHeJ_G0017204;1;+;MGP_C3HHeJ_G0017204;MGP_C3HHeJ_T0025772;protein_coding;transcript;0;1;0;q1
10;79291686;79340083;MGP_C3HHeJ_G0017205;1;+;MGP_C3HHeJ_G0017205;MGP_C3HHeJ_T0025773;protein_coding;transcript;0;1;0;q1
10;79406413;79434178;MGP_C3HHeJ_G0017206;1;+;Vmn2r83;MGP_C3HHeJ_T0025774;protein_coding;transcript;0;1;0;q1
10;81059897;81065711;MGP_C3HHeJ_G0017294;1;-;Diras1;MGP_C3HHeJ_T0026116;protein_coding;transcript;0;1;0;q1
10;82658945;82665025;MGP_C3HHeJ_G0017340;1;-;Gm1553;MGP_C3HHeJ_T0026321;protein_coding;transcript;0;1;0;q1
10;83218762;83219418;MGP_C3HHeJ_G0017347;1;+;Gm4799;MGP_C3HHeJ_T0026350;protein_coding;transcript;0;1;0;q1
10;95045749;95050809;MGP_C3HHeJ_G0017428;1;-;MGP_C3HHeJ_G0017428;MGP_C3HHeJ_T0026681;protein_coding;transcript;0;1;0;q1
10;96995778;96996089;MGP_C3HHeJ_G0017439;1;+;Gm5426;MGP_C3HHeJ_T0026709;protein_coding;transcript;0;1;0;q1
10;98532618;98539101;MGP_C3HHeJ_G0017443;1;+;Kera;MGP_C3HHeJ_T0026714;protein_coding;transcript;0;1;0;q1
10;98571544;98606660;MGP_C3HHeJ_G0017444;1;+;Epyc;MGP_C3HHeJ_T0026715;protein_coding;transcript;0;1;0;q1
10;98606862;98607176;MGP_C3HHeJ_G0017445;1;-;Gm10754;MGP_C3HHeJ_T0026717;protein_coding;transcript;0;1;0;q1
10;98619833;98621700;MGP_C3HHeJ_G0017446;1;+;Ccer1;MGP_C3HHeJ_T0026718;protein_coding;transcript;0;1;0;q1
10;101291408;101297686;MGP_C3HHeJ_G0017457;1;-;MGP_C3HHeJ_G0017457;MGP_C3HHeJ_T0026737;protein_coding;transcript;0;1;0;q1
10;101589728;101602481;MGP_C3HHeJ_G0017461;1;+;1700017N19Rik;MGP_C3HHeJ_T0026748;protein_coding;transcript;0;1;0;q1
10;104159064;104183539;MGP_C3HHeJ_G0017465;1;-;Alx1;MGP_C3HHeJ_T0026771;protein_coding;transcript;0;1;0;q1
10;108747703;108749532;MGP_C3HHeJ_G0017475;1;-;Myf6;MGP_C3HHeJ_T0026800;protein_coding;transcript;0;1;0;q1
10;109040283;109194437;MGP_C3HHeJ_G0017477;1;-;Otogl;MGP_C3HHeJ_T0026802;protein_coding;transcript;0.000955428;1;0.000955428;q1
10;113540113;113577358;MGP_C3HHeJ_G0017491;1;+;Glipr1l1;MGP_C3HHeJ_T0026845;protein_coding;transcript;0;1;0;q1
10;116740397;116858272;MGP_C3HHeJ_G0017497;1;-;Tph2;MGP_C3HHeJ_T0026855;protein_coding;transcript;0;1;0;q1
10;117830433;117832686;MGP_C3HHeJ_G0017507;1;-;4933416C03Rik;MGP_C3HHeJ_T0026879;protein_coding;transcript;0;1;0;q1
10;119055742;119057982;MGP_C3HHeJ_G0017520;1;+;Gm10936;MGP_C3HHeJ_T0026916;protein_coding;transcript;0;1;0;q1
10;131490035;131490973;MGP_C3HHeJ_G0017655;1;-;Olfr768;MGP_C3HHeJ_T0027324;protein_coding;transcript;0;1;0;q1
10;131510633;131511716;MGP_C3HHeJ_G0017656;1;-;Olfr769;MGP_C3HHeJ_T0027325;protein_coding;transcript;0;1;0;q1
10;131532377;131537573;MGP_C3HHeJ_G0017657;1;-;Olfr770;MGP_C3HHeJ_T0027326;protein_coding;transcript;0;1;0;q1
10;131550431;131551384;MGP_C3HHeJ_G0017658;1;-;Olfr771;MGP_C3HHeJ_T0027330;protein_coding;transcript;0;1;0;q1
10;131570549;131575723;MGP_C3HHeJ_G0017659;1;-;Olfr772;MGP_C3HHeJ_T0027331;protein_coding;transcript;0;1;0;q1
10;131639306;131640245;MGP_C3HHeJ_G0017660;1;+;Olfr775;MGP_C3HHeJ_T0027332;protein_coding;transcript;0;1;0;q1
10;131651371;131652310;MGP_C3HHeJ_G0017661;1;+;Olfr774;MGP_C3HHeJ_T0027333;protein_coding;transcript;0;1;0;q1
10;131658764;131660922;MGP_C3HHeJ_G0017662;1;-;Olfr777;MGP_C3HHeJ_T0027335;protein_coding;transcript;0;1;0;q1
10;131704076;131705020;MGP_C3HHeJ_G0017663;1;+;Olfr782;MGP_C3HHeJ_T0027337;protein_coding;transcript;0;1;0;q1
10;131717639;131718663;MGP_C3HHeJ_G0017664;1;+;Olfr780;MGP_C3HHeJ_T0027338;protein_coding;transcript;0;1;0;q1
10;131725019;131729875;MGP_C3HHeJ_G0017665;1;+;Olfr781;MGP_C3HHeJ_T0027339;protein_coding;transcript;0;1;0;q1
